9,40,0.650,0.010,0.060,0.35,91.6376,91.6376,0.0000
9,40,0.650,0.010,0.070,0.35,93.0314,93.3798,0.3484
9,40,0.650,0.010,0.080,0.35,92.3345,93.0314,0.6969
9,40,0.650,0.010,0.090,0.35,86.7596,89.8955,3.1359
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,96.5157,96.5157,0.0000
9,40,0.650,0.010,0.030,0.35,91.6376,91.6376,0.0000
9,40,0.650,0.010,0.040,0.35,93.0314,93.3798,0.3484
9,40,0.650,0.010,0.050,0.35,94.4251,95.1220,0.6969
9,40,0.650,0.010,0.060,0.35,90.5923,91.2892,0.6969
9,40,0.650,0.010,0.070,0.35,90.5923,91.9861,1.3937
9,40,0.650,0.010,0.080,0.35,90.5923,91.6376,1.0453
9,40,0.650,0.010,0.090,0.35,91.6376,92.3345,0.6969
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,96.8641,97.5610,0.6969
9,40,0.650,0.010,0.030,0.35,92.6829,93.0314,0.3484
9,40,0.650,0.010,0.040,0.35,95.8188,96.1672,0.3484
9,40,0.650,0.010,0.050,0.35,88.1533,88.8502,0.6969
9,40,0.650,0.010,0.060,0.35,91.9861,93.3798,1.3937
9,40,0.650,0.010,0.070,0.35,89.8955,90.5923,0.6969
9,40,0.650,0.010,0.080,0.35,91.9861,91.9861,0.0000
9,40,0.650,0.010,0.090,0.35,89.5470,90.9408,1.3937
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,90.2439,92.3345,2.0906
9,40,0.650,0.010,0.030,0.35,95.8188,95.8188,0.0000
9,40,0.650,0.010,0.040,0.35,91.2892,92.6829,1.3937
9,40,0.650,0.010,0.050,0.35,94.7735,95.4704,0.6969
9,40,0.650,0.010,0.060,0.35,93.3798,94.0767,0.6969
9,40,0.650,0.010,0.070,0.35,89.8955,90.2439,0.3484
9,40,0.650,0.010,0.080,0.35,93.7282,95.1220,1.3937
9,40,0.650,0.010,0.090,0.35,89.5470,89.8955,0.3484
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,96.8641,96.8641,0.0000
9,40,0.650,0.010,0.030,0.35,98.2578,98.2578,0.0000
9,40,0.650,0.010,0.040,0.35,94.0767,94.4251,0.3484
9,40,0.650,0.010,0.050,0.35,93.3798,94.7735,1.3937
9,40,0.650,0.010,0.060,0.35,91.2892,91.6376,0.3484
9,40,0.650,0.010,0.070,0.35,89.1986,89.1986,0.0000
9,40,0.650,0.010,0.080,0.35,90.9408,91.9861,1.0453
9,40,0.650,0.010,0.090,0.35,86.7596,86.7596,0.0000
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,95.8188,96.1672,0.3484
9,40,0.650,0.010,0.030,0.35,95.4704,95.4704,0.0000
9,40,0.650,0.010,0.040,0.35,94.0767,94.0767,0.0000
9,40,0.650,0.010,0.050,0.35,94.0767,94.4251,0.3484
9,40,0.650,0.010,0.060,0.35,94.7735,95.1220,0.3484
9,40,0.650,0.010,0.070,0.35,93.7282,95.1220,1.3937
9,40,0.650,0.010,0.080,0.35,92.3345,92.3345,0.0000
9,40,0.650,0.010,0.090,0.35,89.5470,90.5923,1.0453
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,95.4704,95.4704,0.0000
9,40,0.650,0.010,0.030,0.35,81.8815,81.8815,0.0000
9,40,0.650,0.010,0.040,0.35,93.7282,94.0767,0.3484
9,40,0.650,0.010,0.050,0.35,93.7282,94.7735,1.0453
9,40,0.650,0.010,0.060,0.35,88.8502,88.8502,0.0000
9,40,0.650,0.010,0.070,0.35,94.0767,94.7735,0.6969
9,40,0.650,0.010,0.080,0.35,92.3345,93.7282,1.3937
9,40,0.650,0.010,0.090,0.35,89.8955,92.3345,2.4390
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,87.4564,88.5017,1.0453
9,40,0.650,0.010,0.030,0.35,93.0314,93.7282,0.6969
9,40,0.650,0.010,0.040,0.35,94.0767,94.4251,0.3484
9,40,0.650,0.010,0.050,0.35,95.4704,95.8188,0.3484
9,40,0.650,0.010,0.060,0.35,95.8188,96.5157,0.6969
9,40,0.650,0.010,0.070,0.35,91.2892,93.3798,2.0906
9,40,0.650,0.010,0.080,0.35,92.6829,95.1220,2.4390
9,40,0.650,0.010,0.090,0.35,84.3206,90.2439,5.9233
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,92.6829,93.0314,0.3484
9,40,0.650,0.010,0.030,0.35,89.8955,89.8955,0.0000
9,40,0.650,0.010,0.040,0.35,93.7282,94.7735,1.0453
9,40,0.650,0.010,0.050,0.35,90.9408,91.2892,0.3484
9,40,0.650,0.010,0.060,0.35,92.6829,93.3798,0.6969
9,40,0.650,0.010,0.070,0.35,94.0767,96.1672,2.0906
9,40,0.650,0.010,0.080,0.35,92.6829,93.7282,1.0453
9,40,0.650,0.010,0.090,0.35,91.2892,93.7282,2.4390
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,94.7735,95.1220,0.3484
9,40,0.650,0.010,0.030,0.35,93.0314,94.0767,1.0453
9,40,0.650,0.010,0.040,0.35,94.7735,94.7735,0.0000
9,40,0.650,0.010,0.050,0.35,94.0767,95.4704,1.3937
9,40,0.650,0.010,0.060,0.35,89.1986,89.1986,0.0000
9,40,0.650,0.010,0.070,0.35,91.6376,92.6829,1.0453
9,40,0.650,0.010,0.080,0.35,89.8955,89.8955,0.0000
9,40,0.650,0.010,0.090,0.35,88.1533,89.5470,1.3937
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,95.4704,95.8188,0.3484
9,40,0.650,0.010,0.030,0.35,94.7735,94.7735,0.0000
9,40,0.650,0.010,0.040,0.35,90.5923,91.2892,0.6969
9,40,0.650,0.010,0.050,0.35,91.6376,91.9861,0.3484
9,40,0.650,0.010,0.060,0.35,90.5923,93.3798,2.7875
9,40,0.650,0.010,0.070,0.35,94.4251,96.1672,1.7422
9,40,0.650,0.010,0.080,0.35,93.3798,93.3798,0.0000
9,40,0.650,0.010,0.090,0.35,88.8502,89.5470,0.6969
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,88.5017,88.8502,0.3484
9,40,0.650,0.010,0.030,0.35,90.5923,91.9861,1.3937
9,40,0.650,0.010,0.040,0.35,89.1986,89.8955,0.6969
9,40,0.650,0.010,0.050,0.35,93.3798,94.0767,0.6969
9,40,0.650,0.010,0.060,0.35,95.8188,96.1672,0.3484
9,40,0.650,0.010,0.070,0.35,91.9861,92.3345,0.3484
9,40,0.650,0.010,0.080,0.35,88.1533,88.5017,0.3484
9,40,0.650,0.010,0.090,0.35,88.8502,89.1986,0.3484
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,91.6376,91.9861,0.3484
9,40,0.650,0.010,0.030,0.35,92.3345,92.3345,0.0000
9,40,0.650,0.010,0.040,0.35,94.7735,95.8188,1.0453
9,40,0.650,0.010,0.050,0.35,89.8955,90.9408,1.0453
9,40,0.650,0.010,0.060,0.35,91.9861,93.0314,1.0453
9,40,0.650,0.010,0.070,0.35,88.1533,90.2439,2.0906
9,40,0.650,0.010,0.080,0.35,84.6690,84.6690,0.0000
9,40,0.650,0.010,0.090,0.35,90.5923,92.3345,1.7422
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,95.8188,96.1672,0.3484
9,40,0.650,0.010,0.030,0.35,95.4704,95.8188,0.3484
9,40,0.650,0.010,0.040,0.35,95.4704,97.2125,1.7422
9,40,0.650,0.010,0.050,0.35,91.9861,93.7282,1.7422
9,40,0.650,0.010,0.060,0.35,95.1220,95.8188,0.6969
9,40,0.650,0.010,0.070,0.35,91.6376,91.9861,0.3484
9,40,0.650,0.010,0.080,0.35,91.9861,94.4251,2.4390
9,40,0.650,0.010,0.090,0.35,90.2439,94.0767,3.8328
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,91.9861,92.3345,0.3484
9,40,0.650,0.010,0.030,0.35,95.1220,95.1220,0.0000
9,40,0.650,0.010,0.040,0.35,90.2439,90.9408,0.6969
9,40,0.650,0.010,0.050,0.35,96.5157,98.6063,2.0906
9,40,0.650,0.010,0.060,0.35,90.5923,90.5923,0.0000
9,40,0.650,0.010,0.070,0.35,90.9408,91.9861,1.0453
9,40,0.650,0.010,0.080,0.35,95.1220,97.5610,2.4390
9,40,0.650,0.010,0.090,0.35,90.9408,91.2892,0.3484
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,92.6829,92.6829,0.0000
9,40,0.650,0.010,0.030,0.35,90.2439,91.6376,1.3937
9,40,0.650,0.010,0.040,0.35,94.7735,94.7735,0.0000
9,40,0.650,0.010,0.050,0.35,95.8188,96.8641,1.0453
9,40,0.650,0.010,0.060,0.35,93.0314,93.7282,0.6969
9,40,0.650,0.010,0.070,0.35,89.1986,90.2439,1.0453
9,40,0.650,0.010,0.080,0.35,93.3798,93.7282,0.3484
9,40,0.650,0.010,0.090,0.35,90.2439,90.5923,0.3484
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,94.4251,95.1220,0.6969
9,40,0.650,0.010,0.030,0.35,88.1533,88.1533,0.0000
9,40,0.650,0.010,0.040,0.35,94.0767,95.1220,1.0453
9,40,0.650,0.010,0.050,0.35,89.8955,90.2439,0.3484
9,40,0.650,0.010,0.060,0.35,91.2892,91.9861,0.6969
9,40,0.650,0.010,0.070,0.35,93.7282,96.5157,2.7875
9,40,0.650,0.010,0.080,0.35,94.4251,95.1220,0.6969
9,40,0.650,0.010,0.090,0.35,83.6237,87.8049,4.1812
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,95.4704,95.4704,0.0000
9,40,0.650,0.010,0.030,0.35,94.7735,94.7735,0.0000
9,40,0.650,0.010,0.040,0.35,89.8955,89.8955,0.0000
9,40,0.650,0.010,0.050,0.35,85.7143,85.7143,0.0000
9,40,0.650,0.010,0.060,0.35,94.4251,96.5157,2.0906
9,40,0.650,0.010,0.070,0.35,92.6829,93.7282,1.0453
9,40,0.650,0.010,0.080,0.35,90.2439,92.3345,2.0906
9,40,0.650,0.010,0.090,0.35,85.3659,85.3659,0.0000
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,92.3345,94.0767,1.7422
9,40,0.650,0.010,0.030,0.35,91.9861,92.6829,0.6969
9,40,0.650,0.010,0.040,0.35,92.6829,93.3798,0.6969
9,40,0.650,0.010,0.050,0.35,94.7735,94.7735,0.0000
9,40,0.650,0.010,0.060,0.35,90.5923,91.6376,1.0453
9,40,0.650,0.010,0.070,0.35,91.9861,92.6829,0.6969
9,40,0.650,0.010,0.080,0.35,93.0314,93.3798,0.3484
9,40,0.650,0.010,0.090,0.35,88.8502,91.6376,2.7875
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,95.4704,95.4704,0.0000
9,40,0.650,0.010,0.030,0.35,94.4251,95.4704,1.0453
9,40,0.650,0.010,0.040,0.35,94.4251,95.4704,1.0453
9,40,0.650,0.010,0.050,0.35,92.6829,93.0314,0.3484
9,40,0.650,0.010,0.060,0.35,94.7735,95.1220,0.3484
9,40,0.650,0.010,0.070,0.35,84.6690,85.3659,0.6969
9,40,0.650,0.010,0.080,0.35,93.0314,93.7282,0.6969
9,40,0.650,0.010,0.090,0.35,95.1220,95.8188,0.6969
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,93.7282,93.7282,0.0000
9,40,0.650,0.010,0.030,0.35,90.5923,90.5923,0.0000
9,40,0.650,0.010,0.040,0.35,95.1220,95.1220,0.0000
9,40,0.650,0.010,0.050,0.35,90.2439,91.6376,1.3937
9,40,0.650,0.010,0.060,0.35,89.1986,89.8955,0.6969
9,40,0.650,0.010,0.070,0.35,96.8641,97.2125,0.3484
9,40,0.650,0.010,0.080,0.35,91.6376,94.4251,2.7875
9,40,0.650,0.010,0.090,0.35,91.2892,92.3345,1.0453
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,94.7735,94.7735,0.0000
9,40,0.650,0.010,0.030,0.35,93.7282,93.7282,0.0000
9,40,0.650,0.010,0.040,0.35,88.8502,88.8502,0.0000
9,40,0.650,0.010,0.050,0.35,93.3798,95.1220,1.7422
9,40,0.650,0.010,0.060,0.35,93.3798,95.1220,1.7422
9,40,0.650,0.010,0.070,0.35,88.5017,89.5470,1.0453
9,40,0.650,0.010,0.080,0.35,89.1986,89.8955,0.6969
9,40,0.650,0.010,0.090,0.35,90.2439,90.9408,0.6969
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,95.8188,95.8188,0.0000
9,40,0.650,0.010,0.030,0.35,96.8641,96.8641,0.0000
9,40,0.650,0.010,0.040,0.35,93.0314,93.7282,0.6969
9,40,0.650,0.010,0.050,0.35,92.3345,93.0314,0.6969
9,40,0.650,0.010,0.060,0.35,94.4251,94.4251,0.0000
9,40,0.650,0.010,0.070,0.35,96.5157,96.8641,0.3484
9,40,0.650,0.010,0.080,0.35,93.3798,93.3798,0.0000
9,40,0.650,0.010,0.090,0.35,90.5923,90.9408,0.3484
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,93.0314,95.1220,2.0906
9,40,0.650,0.010,0.030,0.35,94.4251,95.4704,1.0453
9,40,0.650,0.010,0.040,0.35,90.5923,93.0314,2.4390
9,40,0.650,0.010,0.050,0.35,95.1220,95.8188,0.6969
9,40,0.650,0.010,0.060,0.35,93.7282,94.4251,0.6969
9,40,0.650,0.010,0.070,0.35,93.7282,94.4251,0.6969
9,40,0.650,0.010,0.080,0.35,90.5923,90.9408,0.3484
9,40,0.650,0.010,0.090,0.35,89.1986,90.9408,1.7422
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,91.2892,91.2892,0.0000
9,40,0.650,0.010,0.030,0.35,94.7735,95.1220,0.3484
9,40,0.650,0.010,0.040,0.35,91.2892,94.0767,2.7875
9,40,0.650,0.010,0.050,0.35,93.7282,94.4251,0.6969
9,40,0.650,0.010,0.060,0.35,95.4704,95.4704,0.0000
9,40,0.650,0.010,0.070,0.35,90.5923,91.9861,1.3937
9,40,0.650,0.010,0.080,0.35,93.0314,93.3798,0.3484
9,40,0.650,0.010,0.090,0.35,86.4111,90.2439,3.8328
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,93.0314,93.0314,0.0000
9,40,0.650,0.010,0.030,0.35,91.6376,92.3345,0.6969
9,40,0.650,0.010,0.040,0.35,91.9861,91.9861,0.0000
9,40,0.650,0.010,0.050,0.35,94.7735,94.7735,0.0000
9,40,0.650,0.010,0.060,0.35,94.0767,94.0767,0.0000
9,40,0.650,0.010,0.070,0.35,90.2439,91.2892,1.0453
9,40,0.650,0.010,0.080,0.35,91.6376,92.3345,0.6969
9,40,0.650,0.010,0.090,0.35,91.9861,93.7282,1.7422
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,85.3659,85.3659,0.0000
9,40,0.650,0.010,0.030,0.35,88.5017,90.2439,1.7422
9,40,0.650,0.010,0.040,0.35,95.8188,95.8188,0.0000
9,40,0.650,0.010,0.050,0.35,91.6376,91.6376,0.0000
9,40,0.650,0.010,0.060,0.35,93.7282,94.0767,0.3484
9,40,0.650,0.010,0.070,0.35,87.8049,89.1986,1.3937
9,40,0.650,0.010,0.080,0.35,94.4251,95.4704,1.0453
9,40,0.650,0.010,0.090,0.35,91.6376,91.9861,0.3484
-------------------------------------------
ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
9,40,0.650,0.010,0.020,0.35,94.7735,95.4704,0.6969
9,40,0.650,0.010,0.030,0.35,94.7735,94.7735,0.0000
9,40,0.650,0.010,0.040,0.35,94.0767,95.1220,1.0453
9,40,0.650,0.010,0.050,0.35,94.4251,94.4251,0.0000
9,40,0.650,0.010,0.060,0.35,93.3798,93.3798,0.0000
9,40,0.650,0.010,0.070,0.35,89.1986,89.5470,0.3484
9,40,0.650,0.010,0.080,0.35,92.6829,94.4251,1.7422
9,40,0.650,0.010,0.090,0.35,90.5923,92.3345,1.7422
-------------------------------------------
